"catégorie du classeur";"dépôt initial";"type détecté";"nom du skill ou plugin";"déjà installé";"version installée";"version disponible";"dépôt officiel";"alternative recommandée";"dernière activité";"licence";"compatibilité Codex";"compatibilité Windows";"niveau de risque";"décision";"justification";"commande d’installation";"commande de désinstallation ou retour arrière"
"Conseillés pour vos projets";"mudler/LocalAI";"BIBLIOTHEQUE";"API IA locale compatible OpenAI";"non détecté";"—";"commit d19c9875ed1d";"https://github.com/mudler/LocalAI";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"OpenInterpreter/open-interpreter";"APPLICATION";"Agent local contrôlé";"non détecté";"—";"non vérifiable automatiquement";"https://github.com/openinterpreter/openinterpreter";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"non vérifiable";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"Aider-AI/aider";"APPLICATION";"Programmation assistée dans Git";"non détecté";"—";"commit 5dc9490bb35f";"https://github.com/Aider-AI/aider";"Codex reste l'unique agent autorisé à écrire sur PLL-process/synthese-app";"2026-05-22";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"continuedev/continue";"APPLICATION";"Assistant de code open source";"non détecté";"—";"commit d0a3c0b626b5";"https://github.com/continuedev/continue";"Codex reste l'unique agent autorisé à écrire sur PLL-process/synthese-app";"2026-06-19";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"sourcegraph/cody";"APPLICATION";"Assistant de code et recherche";"non détecté";"—";"non vérifiable automatiquement";"https://github.com/sourcegraph/cody";"Codex reste l'unique agent autorisé à écrire sur PLL-process/synthese-app";"non vérifiable";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"paperless-ngx/paperless-ngx";"APPLICATION";"Classement documentaire";"non détecté";"—";"commit 536007f42b36";"https://github.com/paperless-ngx/paperless-ngx";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"Stirling-Tools/Stirling-PDF";"APPLICATION";"Boîte à outils PDF locale";"non détecté";"—";"commit 0570c4c4d9e7";"https://github.com/Stirling-Tools/Stirling-PDF";"Plugins PDF/documents officiels installés";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"jgm/pandoc";"BIBLIOTHEQUE";"Conversion universelle de documents";"non détecté";"—";"commit db8d64fe6f55";"https://github.com/jgm/pandoc";"Plugins PDF/documents officiels installés";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"LibreOffice/core";"APPLICATION";"Suite bureautique libre";"non détecté";"—";"commit becb1c338ef1";"https://github.com/LibreOffice/core";"Plugins PDF/documents officiels installés";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"GNOME/gimp";"APPLICATION";"Retouche d’images";"non détecté";"—";"commit 91725a3e4d2e";"https://github.com/GNOME/gimp";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"inkscape/inkscape";"ABANDONNE";"Dessin vectoriel SVG";"non détecté";"—";"commit 1232eac68aff";"https://github.com/inkscape/inkscape";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2022-03-03";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"D — refusé";"REFUSE_ABANDONNE";"Aucune activité pertinente détectée depuis plus de 18 mois; à traiter comme miroir ou projet potentiellement abandonné.";"";""
"Conseillés pour vos projets";"obsproject/obs-studio";"APPLICATION";"Capture et vidéo pédagogique";"non détecté";"—";"commit 9d38a938318a";"https://github.com/obsproject/obs-studio";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"mltframework/shotcut";"APPLICATION";"Montage vidéo";"non détecté";"—";"commit ced7997c0a58";"https://github.com/mltframework/shotcut";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"KDE/kdenlive";"APPLICATION";"Montage vidéo avancé";"non détecté";"—";"commit f965a872e7f7";"https://github.com/KDE/kdenlive";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"yt-dlp/yt-dlp";"APPLICATION";"Téléchargement de médias autorisés";"non détecté";"—";"commit aefce1eea4d0";"https://github.com/yt-dlp/yt-dlp";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"FFmpeg/FFmpeg";"BIBLIOTHEQUE";"Traitement audio-vidéo";"non détecté";"—";"commit a5e6c0175a72";"https://github.com/FFmpeg/FFmpeg";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"openai/whisper";"BIBLIOTHEQUE";"Transcription audio";"non détecté";"—";"commit 04f449b8a437";"https://github.com/openai/whisper";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-04-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"SYSTRAN/faster-whisper";"BIBLIOTHEQUE";"Whisper accéléré";"non détecté";"—";"commit ed9a06cd89a9";"https://github.com/SYSTRAN/faster-whisper";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2025-11-19";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"jianfch/stable-ts";"ABANDONNE";"Sous-titres synchronisés";"non détecté";"—";"commit e312072cc024";"https://github.com/jianfch/stable-ts";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-05-30";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"D — refusé";"REFUSE_ABANDONNE";"Dépôt archivé ou README annonçant son remplacement; voir alternative recommandée.";"";""
"Conseillés pour vos projets";"SubtitleEdit/subtitleedit";"APPLICATION";"Édition de sous-titres";"non détecté";"—";"commit 329d73f91a5a";"https://github.com/SubtitleEdit/subtitleedit";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"pengchujin/jzsub";"APPLICATION";"Sous-titres bilingues automatisés";"non détecté";"—";"commit b122dd188090";"https://github.com/pengchujin/jzsub";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"openscad/openscad";"APPLICATION";"CAO paramétrique";"non détecté";"—";"commit 3558c4417f76";"https://github.com/openscad/openscad";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-13";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"FreeCAD/FreeCAD";"APPLICATION";"CAO mécanique libre";"non détecté";"—";"commit c010820cc3bb";"https://github.com/FreeCAD/FreeCAD";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"blender/blender";"APPLICATION";"3D, animation et rendu";"non détecté";"—";"commit 82024c6ded44";"https://github.com/blender/blender";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"CadQuery/cadquery";"BIBLIOTHEQUE";"CAO paramétrique en Python";"non détecté";"—";"commit b47f7b716095";"https://github.com/CadQuery/cadquery";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"jscad/OpenJSCAD.org";"BIBLIOTHEQUE";"CAO 3D dans le navigateur";"non détecté";"—";"commit f245ea3a5072";"https://github.com/jscad/OpenJSCAD.org";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-02-22";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"openpnp/openpnp";"APPLICATION";"Placement de composants électroniques";"non détecté";"—";"commit 5bd404cfc70f";"https://github.com/openpnp/openpnp";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-02-27";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"Klipper3d/klipper";"APPLICATION";"Firmware d’imprimante 3D";"non détecté";"—";"commit f604aeeea339";"https://github.com/Klipper3d/klipper";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-11";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"gnea/grbl";"ABANDONNE";"Contrôle CNC Arduino";"non détecté";"—";"commit bfb67f0c7963";"https://github.com/gnea/grbl";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2021-01-23";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"D — refusé";"REFUSE_ABANDONNE";"Aucune activité pertinente détectée depuis plus de 18 mois; à traiter comme miroir ou projet potentiellement abandonné.";"";""
"Conseillés pour vos projets";"cncjs/cncjs";"APPLICATION";"Interface web CNC";"non détecté";"—";"commit fb39c0d82fa9";"https://github.com/cncjs/cncjs";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-01";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"OctoPrint/OctoPrint";"APPLICATION";"Gestion d’imprimantes 3D";"non détecté";"—";"commit 6aa63dad10ae";"https://github.com/OctoPrint/OctoPrint";"Skills cad/gcode/bambu-labs/implicit-cad déjà installés";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"veyon/veyon";"APPLICATION";"Supervision de postes élèves";"non détecté";"—";"commit ace22c54bef8";"https://github.com/veyon/veyon";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-10";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"Ylianst/MeshCentral";"APPLICATION";"Gestion distante de machines";"non détecté";"—";"commit a3933bbff872";"https://github.com/Ylianst/MeshCentral";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"rustdesk/rustdesk";"APPLICATION";"Bureau à distance open source";"non détecté";"—";"commit cf2b28faf934";"https://github.com/rustdesk/rustdesk";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"syncthing/syncthing";"APPLICATION";"Synchronisation décentralisée";"non détecté";"—";"commit d4cffd848eb1";"https://github.com/syncthing/syncthing";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-13";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"nextcloud/server";"APPLICATION";"Cloud privé pédagogique";"non détecté";"—";"commit 7430bf371c3b";"https://github.com/nextcloud/server";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"go-gitea/gitea";"APPLICATION";"Forge Git légère";"non détecté";"—";"commit c86eb7081bf7";"https://github.com/go-gitea/gitea";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"forgejo/forgejo";"APPLICATION";"Forge Git communautaire";"non détecté";"—";"non vérifiable automatiquement";"https://github.com/forgejo/forgejo";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"non vérifiable";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"APPLICATION: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"pyodide/pyodide";"BIBLIOTHEQUE";"Python dans le navigateur";"non détecté";"—";"commit 1ec895f00b8e";"https://github.com/pyodide/pyodide";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-08";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"brython-dev/brython";"BIBLIOTHEQUE";"Python côté navigateur";"non détecté";"—";"commit 44ff6102cecc";"https://github.com/brython-dev/brython";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-11";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"pyscript/pyscript";"BIBLIOTHEQUE";"Applications Python dans le web";"non détecté";"—";"commit c996eed3ce7a";"https://github.com/pyscript/pyscript";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-13";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"streamlit/streamlit";"BIBLIOTHEQUE";"Applications de données en Python";"non détecté";"—";"commit 1d34ea1aa566";"https://github.com/streamlit/streamlit";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"gradio-app/gradio";"BIBLIOTHEQUE";"Interfaces IA rapides";"non détecté";"—";"commit 520023532b66";"https://github.com/gradio-app/gradio";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"zauberzeug/nicegui";"BIBLIOTHEQUE";"Interfaces web Python";"non détecté";"—";"commit e7cade68af10";"https://github.com/zauberzeug/nicegui";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-11";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"flet-dev/flet";"BIBLIOTHEQUE";"Applications multiplateformes Python";"non détecté";"—";"commit 5cde5609fecd";"https://github.com/flet-dev/flet";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-14";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""
"Conseillés pour vos projets";"tauri-apps/tauri";"BIBLIOTHEQUE";"Applications de bureau légères";"non détecté";"—";"commit 42ae2d845392";"https://github.com/tauri-apps/tauri";"Aucune installation Codex; utiliser le projet séparément si un besoin explicite apparaît";"2026-07-15";"Non vérifiée — hors candidat à l'installation Codex";"Non — pas un composant Codex";"Hors périmètre d'installation Codex";"C — installation seulement en bac à sable";"NE_PAS_INSTALLER_COMME_SKILL";"BIBLIOTHEQUE: le dépôt n'est pas un skill/plugin Codex installable et n'a pas été audité comme logiciel système.";"";""

