code;niveau;competence;theme;formulation;socle;chemin;nb_fichiers;sequence;qcm;projet;synthese;evaluation;correction;situation_declenchante;problematique;qualite;anomalies;accessibilite;medias_licences;croisement;statut;preuves_manquantes
3e_C3.2;3e;C3;1;Choisir un OST et argumenter ce choix en prenant en compte son cycle de vie et les trois piliers du développement durable.;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C3-caracteriser-et-choisir-un-objet-ou-un/3e/3e_C3.2;1;oui;oui;non;oui;oui;oui;oui;oui;Traité par la séquence Shenzhen du dossier 3e_C3.1 (séance 4 — choisir ou composer, et argumenter sur le cycle de vie et les trois piliers).;Voir 3e_C3.1 : dossier principal du lot.;;;;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C3.3;3e;C3;1;Évaluer les OST selon des exigences ou des critères identifiés (caractéristiques, performances, coût, indice de réparabilité).;D3, D4, D5;theme-1-objets-systemes-usages-interactions/C3-caracteriser-et-choisir-un-objet-ou-un/3e/3e_C3.3;1;oui;oui;non;oui;oui;oui;oui;oui;Traité par la séquence Shenzhen du dossier 3e_C3.1 (séance 2 — construire une grille pondérée et la défendre).;Voir 3e_C3.1 : dossier principal du lot.;;;;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C3.4;3e;C3;1;Définir et mettre en œuvre un protocole pour mesurer une caractéristique, une performance d’un OST.;D1.3, D2, D4;theme-1-objets-systemes-usages-interactions/C3-caracteriser-et-choisir-un-objet-ou-un/3e/3e_C3.4;1;oui;oui;non;oui;oui;oui;oui;oui;Traité par la séquence Shenzhen du dossier 3e_C3.1 (séance 3 — définir un protocole exécutable par un autre, puis le mettre en œuvre).;Voir 3e_C3.1 : dossier principal du lot.;;;;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C4.1;3e;C4;2;Élaborer, à l’aide d’un schéma bloc, la chaîne d’énergie d’un OST.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.1;14;oui;oui;oui;oui;oui;oui;oui;oui;Séquence « L'énergie de la station » (2 séances) clôturant la compétence C4 de 3e : élaboration du schéma-bloc (palette avec intrus, natures), dimensionnement (Wh, Ah, marge raisonnée) vérifié au simulateur d'autonomie 72 h (verrou expérientiel : essai insuffisant ET suffisant exigés), contraintes du site, choix justifiés matériau/procédé (abaque), réinvestissement borne du stade. Versions A/B/C, QCM 30 q (15/15, 3 illustrées, réponses réparties), synthèses, fiche, matrice, 3 SVG CC0, rapport de tests. Comble le manque détecté par l'audit.;Aucune. Version A en très basse tension uniquement.;Clavier, aria/alt, listes déroulantes (DYS), reduced-motion, impression A4, minuteur désactivable.;3 SVG originaux CC0 image-objet — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C4.2;3e;C4;2;Justifier le choix d’un matériau et de son procédé de mise en forme au regard des contraintes techniques et environnementales.;D3, D4, D5;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.2;1;non;non;non;non;non;non;non;non;"README pointeur (activités 3-4 : contraintes du site, choix justifiés matériau/procédé ; 15 questions dédiées).";Aucune.;s.o.;s.o.;3e_C4.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C4.3;3e;C4;2;Décrire un OST en caractérisant sa chaîne d’information.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.3;19;oui;oui;oui;oui;oui;oui;oui;oui;Séquence-projet « Station d'alerte cyclonique connectée » (4 séances, contexte Martinique) couvrant 3e_C4.3→C4.6 : 6 activités interactives + réinvestissement, simulateur de CAN intégré, versions A (Arduino/Grove) / B (VittaScience) / C (sans matériel), QCM séparé 32 q avec corrections exhaustives et bilan par compétence, synthèses élève (A4) et professeur, fiche pédagogique/inspection, matrice de couverture, 5 SVG originaux CC0, jeu de données 48 h simulé (CSV/ODS/XLSX), rapport de tests automatisés (Playwright, 40/40 + scénarios de notes).;Compatibilité LCD Grove ↔ UNO R4 Minima non testée au labo (MATÉRIEL À CONFIRMER — alternative VittaScience prévue). Évaluation sommative laissée à l'enseignant (non publiée, conforme).;Navigation clavier + skip-link, aria/alt complets, prefers-reduced-motion, minuteur désactivable, impression A4.;5 SVG originaux (CC0) + données simulées — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C4.4;3e;C4;2;Associer des grandeurs analogiques issues d’un OST à des données exploitables.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.4;1;non;non;non;non;non;non;non;non;"README pointeur vers la séquence mutualisée 3e_C4.3 (activité 3 : CAN et simulateur ; 8 questions dédiées au QCM).";Aucune.;s.o.;s.o.;3e_C4.3;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C4.5;3e;C4;2;Représenter sous forme de données les informations de diverses natures utilisées par un OST.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.5;1;non;non;non;non;non;non;non;non;"README pointeur vers la séquence mutualisée 3e_C4.3 (activité 4 : types, descripteurs, codage binaire ; 8 questions dédiées au QCM).";Aucune.;s.o.;s.o.;3e_C4.3;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C4.6;3e;C4;2;Identifier, selon les cas, leur mise en forme, leur transmission ou leur stockage dans des fichiers (texte, image, nombre) afin de comprendre le fonctionnement de l’OST.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.6;1;non;non;non;non;non;non;non;non;"README pointeur vers la séquence mutualisée 3e_C4.3 (activités 5-6 : formats, transmission, stockage, exploitation de données ; 8 questions dédiées au QCM).";Aucune.;s.o.;s.o.;3e_C4.3;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C4.7;3e;C4;2;Identifier et représenter la circulation d’une information dans le réseau Internet.;D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.7;15;oui;oui;oui;oui;oui;oui;oui;oui;"Séquence-projet « Internet jusqu'à Sainte-Luce » (3 séances) couvrant 3e_C4.7+C4.8 : 5 activités + réinvestissement, 3 simulateurs HTML intégrés (paquets, jeu du routeur, panne/résilience), activité débranchée, versions A (Filius) / B (Packet Tracer à confirmer) / C, QCM séparé 30 q, synthèses élève/professeur, fiche pédagogique, matrice de couverture, 4 SVG originaux CC0, rapport de tests ; approfondie par l'atelier routage dédié « Le pont numérique Martinique → New York » (3e_C4.8) — README pointeur croisé.";Packet Tracer 8.2 CONFIRMÉ en conditions réelles (session du 07/08/2026, atelier 3e_C4.8) — version B débloquée. Évaluation sommative laissée à l'enseignant.;Clavier + skip-link, aria/alt, prefers-reduced-motion, impression A4, minuteur désactivable.;4 SVG originaux CC0 — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C4.8;3e;C4;2;Justifier la nécessité d’un protocole de routage pour faire communiquer plusieurs réseaux (activité débranchée, table de routage donnée).;D2, D4;theme-2-structure-fonctionnement-comportement/C4-decrire-et-caracteriser-lorganisation/3e/3e_C4.8;19;oui;oui;non;oui;oui;oui;oui;oui;"ATELIER DÉDIÉ « Le pont numérique Martinique → New York » (C4.7·C4.8, dossier principal) : conception du schéma à deux réseaux par l'élève (règle n°22), jeu du poste-frontière avec table DONNÉE (activité débranchée — conformité au libellé), montage réel à 2 routeurs 1941 (routes statiques miroir), preuves mesurées (ping TTL=126, tracert 3 sauts, Event List Successful) + contre-épreuve « route effacée » à verrou ; QCM 30 q (12/18), 7 SVG CC0 reconstitués de la session Packet Tracer 8.2 réelle, fichier .pkt fourni, 37/37 tests Playwright ; complète la séquence-îlot « Internet jusqu'à Sainte-Luce » (3e_C4.7). RÉTROFIT AUDIT (08/08/2026) : billet d'entrée sans note sur les acquis de 4e + capsule de révision, mode essentiel persistant, domaine 1 du socle explicité, CRCN 2.3 ajouté, version 🅰 en réseau ISOLÉ (la preuve par le manque) — 25/25 tests dédiés.";Aucune. Évaluation sommative laissée à l'enseignant.;Clavier, aria/alt, listes déroulantes exclusivement (DYS), reduced-motion (simulateur compris), impression A4.;7 SVG originaux CC0 + fichier .pkt — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C5.1;3e;C5;2;Formuler des hypothèses expliquant le dysfonctionnement d’un objet technique.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C5-identifier-un-dysfonctionnement-dun-objet/3e/3e_C5.1;16;oui;oui;oui;oui;oui;oui;oui;oui;Séquence-projet « SOS station : réparer plutôt que jeter » (4 séances) couvrant 3e_C5.1→C5.4 : 5 activités + réinvestissement, simulateur de dépannage à 2 pannes scriptées (compteur de mesures, verrou pédagogique), arbre de diagnostic, plan coté, versions A/B/C, QCM 32 q dont 10 illustrées (règle images v2), synthèses, fiche, matrice, 5 SVG originaux CC0, rapport de tests.;Multimètres et imprimante 3D : MATÉRIEL À CONFIRMER (alternatives simulation/gabarit prévues). Évaluation sommative à l'enseignant.;Clavier, aria/alt, reduced-motion, impression A4, minuteur désactivable.;5 SVG originaux CC0 image-objet — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C5.2;3e;C5;2;Proposer un protocole de dépannage puis de réparation.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C5-identifier-un-dysfonctionnement-dun-objet/3e/3e_C5.2;1;non;non;non;non;non;non;non;non;"README pointeur (activité 3 : rédaction du protocole ; 8 questions).";Aucune.;s.o.;s.o.;3e_C5.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C5.3;3e;C5;2;Réaliser le dépannage ou la réparation d’un système défectueux.;D2, D3, D4;theme-2-structure-fonctionnement-comportement/C5-identifier-un-dysfonctionnement-dun-objet/3e/3e_C5.3;1;non;non;non;non;non;non;non;non;"README pointeur (activité 4 : simulateur de dépannage ; 8 questions).";Aucune.;s.o.;s.o.;3e_C5.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C5.4;3e;C5;2;Réaliser une pièce sur mesure pour réparer un objet technique.;D2, D3, D4;theme-2-structure-fonctionnement-comportement/C5-identifier-un-dysfonctionnement-dun-objet/3e/3e_C5.4;1;non;non;non;non;non;non;non;non;"README pointeur (activité 5 : plan coté, procédé, matériau ; 8 questions).";Aucune.;s.o.;s.o.;3e_C5.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C6.1;3e;C6;2;Déterminer les données utilisées et produites par un programme associé à une fonctionnalité en vue de le modifier.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/3e/3e_C6.1;13;oui;oui;oui;oui;oui;oui;oui;oui;Séquence-projet « Programmer l'alerte » (3 séances) couvrant 3e_C6.1+C6.3 : éditeur CodeLab Techno complet (première implémentation du composant commun), programme Python réel, vérification du code effectivement écrit par l'élève (act. 3-4), plan de tests aux frontières, versions A/B/C, QCM 30 q dont 6 illustrées, synthèses, fiche, matrice, 3 SVG CC0, rapport de tests. 3e_C6.2 volontairement non traité (couvert par la séquence Algorigrammes DNB existante, non modifiée).;Aucune. Exécution Python réelle proposée en bonus uniquement.;Clavier, aria/alt, A−/A+ et retour à la ligne dans CodeLab, reduced-motion, impression A4, minuteur désactivable.;3 SVG originaux CC0 image-objet — SOURCES_MEDIAS.md complet.;;COMPLET ET VALIDABLE;
3e_C6.2;3e;C6;2;Programmer un algorithme lié à une nouvelle fonctionnalité.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/3e/3e_C6.2;20;oui;oui;oui;oui;oui;oui;oui;oui;Atelier « L'auto-test de la station » (08/08/2026) : 3 séances de 55 min, 5 activités + billet d'entrée sans note, banc d'essai intégré avec verrou expérientiel (deux exécutions exigées, dont un cas à plusieurs pannes), cas limite de la défaillance silencieuse, QCM maison de 30 questions dont 3 illustrées, deux synthèses, fiche, matrice de 32 notions, suite de 22 tests Playwright tous passés. Le libellé est pris au mot : l'élève ÉCRIT une fonctionnalité nouvelle, il ne lit pas et ne modifie pas.;Aucune : les 7 règles mécanisables (n°23, 26, 29, 30, 31, 33, 34) sont au vert sur la séquence. Le dossier propose en outre un ENTRAÎNEMENT DNB réécrit au gabarit maison (30 exercices en 4 manches, 90 réfutations de distracteurs, 60 aides, sauvegarde locale, mode essentiel, 21 tests Playwright passés). La banque d'origine a été archivée le 08/08/2026 dans _archive-anciennes-versions/ : elle reste consultable mais n'est plus proposée aux élèves, ses corrections ne réfutant pas les distracteurs.;Tous les champs de saisie étiquetés, aucun défilement horizontal à 1280 px ni à 420 px, focus clavier conservé, réussite jamais signalée par la seule couleur. Non vérifiés automatiquement, donc non déclarés conformes : impression A4, contraste mesuré, lecteur d'écran réel, zoom 200 %.;3 SVG originaux CC0 écrits à la main (algorigramme de l'auto-test, planche des symboles normalisés, trace d'exécution au banc d'essai), avec title et desc accessibles de 585 à 700 caractères.;;COMPLET ET VALIDABLE;
3e_C6.3;3e;C6;2;Modifier et tester le programme associé à une nouvelle fonctionnalité d’un OST.;D1.3, D2, D4;theme-2-structure-fonctionnement-comportement/C6-comprendre-et-modifier-un-programme-associe/3e/3e_C6.3;1;non;non;non;non;non;non;non;non;"README pointeur (activités 3-5 : modification, implémentation, plan de tests ; 15 questions dédiées).";Aucune.;s.o.;s.o.;3e_C6.1;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;
3e_C7.1;3e;C7;3;Élaborer un processus de conception et de réalisation dans une durée, avec des tâches identifiées.;D2, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.1;14;non;non;non;non;non;non;non;non;;;;;;À VÉRIFIER PAR L’ENSEIGNANT;
3e_C7.2;3e;C7;3;Proposer et fabriquer un ensemble de solutions pour produire un nouvel OST (croquis, schéma, graphique, algorithme, modélisation).;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.2;2;non;non;non;non;oui;oui;non;non;"Enseigné par la séquence « Le capteur de confort » de 3e_C7.1, et ÉVALUÉ depuis le 30/08/2026 par les dix dernières questions du QCM du lot 3e_C7.6 « Le boîtier étanche » — c'est là que la fabrication a lieu, le boîtier étant la seule pièce du parcours réellement imprimée. Enseigner et évaluer à deux endroits différents est permis (règle d'or n°81) ; le taire ne l'est pas, et le README du dossier le dit maintenant, mesure à l'appui.";Le dossier ne porte aucune ressource propre : c'est un renvoi. Le statut reste « à vérifier par l'enseignant » parce que le report d'un score évalué dans un AUTRE lot est une décision d'enseignant, pas une conséquence mécanique.;README seul, lisible hors ligne, liens vérifiés sur le disque.;Aucun.;;À VÉRIFIER PAR L’ENSEIGNANT;
3e_C7.3;3e;C7;3;Choisir un matériau constitutif d’un objet et/ou système technique.;D3, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.3;14;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le boitier de la station » : 2 seances de 90 min pour 160 min d'activites. Le mot du code est CONSTITUTIF, et le lot en tire deux consequences que les deux niveaux precedents n'avaient pas. (1) L'EPAISSEUR N'EST PAS DONNEE : elle se deduit du materiau par e = e0 x racine(s0/s), si bien que l'aluminium, presque deux fois plus dense que le PVC, donne un boitier de 0,557 kg contre 0,545 — douze grammes. (2) AUCUN des six candidats ne passe le cahier des charges tel qu'il est ecrit. Zero retenu n'est pas une panne : c'est la situation ordinaire d'un bureau d'etudes. Trois sorties existent, une par exigence relachee, et chacune envoie la facture ailleurs — le sel sur l'entretien, la masse sur celui qui pose en haut d'une echelle, la duree sur celui qui remontera dans cinq ans. Une contrainte relachee ne disparait pas : elle CHANGE DE PORTEUR. Deux verrous experientiels (evaluer, obtenir exactement un retenu). QCM 30 q / 90 refutations (C7.3 x20, C4.2 x10), lexique 30 notions, deux syntheses, fiche, matrice de 30 notions, tests reels 43/43 et 32/32, scripts livres.;"Aucune eprouvette n'est cassee : la loi en racine carree est admise, pas mesuree — la version A imprime trois plaques a 1, 2 et 3 mm et les casse sur le banc de flexion de 3e_C8.2. Cette loi est une simplification : paroi plane, meme chargement, meme critere de ruine ; elle donne l'ordre de grandeur et le bon classement, pas une cote de fabrication. Le lien avec le mat de 3e_C8.2 n'est PAS recalcule : le seuil de 1,2 kg vient de la pose a une main, argument deja employe dans ce lot-la contre la barre d'acier de 4,93 kg ; verifier l'effet d'une tete plus lourde sur le mat resterait a faire, et la sequence le dit. Le verificateur ne lit pas la justification de l'activite 3 : il compte des caracteres.";Listes deroulantes, corrections depliables, version C entierement debranchee (six fiches, cinq bandes d'exigences, un seul seuil deplacable a la fois), encadre de securite atelier — PVC jamais au laser, impression en local ventile, metaux perces piece bridee sans gants — verifie par un test. Aucune boite modale (regle d'or n°188).;Banc des materiaux original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
3e_C7.4;3e;C7;3;Choisir une source d’énergie pour un OST.;D3, D4, D5;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.4;13;oui;oui;non;oui;oui;oui;oui;oui;Lot « La station doit tenir 72 heures sans secteur » : 2 seances de 90 min pour 150 min d'activites, meme banc d'energie. Le reseau tombe au moment precis ou la station sert : la reponse attendue n'est pas UNE source mais une ARCHITECTURE — secteur en source normale, trois accus 18650 (28,2 Wh pour 18,12 exiges, 112 h) en reserve, panneau 2 W en recharge. Deux accus donneraient 18,8 Wh pour 18,12, soit 3,8 % de marge : la page renvoie explicitement au bois qui cassait a 41 kg pour 40 en 5e_C8.2 et au mat recale pour 1,1 mm en 3e_C8.2 — tout juste n'est pas assez, trois fois, sur trois objets sans rapport. Le cycle de vie s'argumente avec un nombre : 787 piles 9 V par an pour une seule station. QCM 30 q / 90 refutations (C7.4 x20, C3.2 x10), lexique 30 notions, deux syntheses, fiche, matrice de 19 notions, tests reels 36/36 et 26/26 avec scripts livres.;Aucune mesure reelle. « Moins d'un dixieme » de recolte solaire sous cyclone est un ordre de grandeur, pas un releve, et la page ne le presente pas autrement. Le vieillissement des accus est traite en un seul chiffre (environ 20 % apres quelques centaines de cycles) alors qu'il depend de la temperature, de la profondeur de decharge et du courant. La bascule secteur/accu n'est pas conçue ici : le lot dit qu'elle existe et qu'elle se teste, et renvoie au defi bonus.;Listes deroulantes, corrections depliables, version C entierement sans ecran, encadre de securite complet incluant l'emballement thermique des accus Li-ion, qui ne sont pas des piles. Trois boites alert() du gabarit remplacees par un bandeau aria-live.;Banc d'energie original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
3e_C7.5;3e;C7;3;Choisir les constituants et assembler un prototype.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.5;13;oui;oui;non;oui;oui;oui;oui;oui;Lot « La station qu'il faut equiper » : 2 seances de 90 min pour 150 min d'activites. Le catalogue contient dix constituants pour un cahier des charges a quatre exigences, et le lot ne porte pas sur le tri mais sur la PROPAGATION : l'exigence « visible depuis la cour » impose le bandeau de DEL, le bandeau impose 480 mA, 580 mA au total imposent la batterie, et la batterie remet en cause l'autonomie de 72 h qui etait tenue. Le bon choix cree le probleme suivant — c'est ce qu'un exercice de tri ne montre jamais. Quatre retraits produisent quatre refus de quatre NATURES : une grandeur, un usage, une preuve, une quantite d'energie. QCM 30 q / 90 refutations (C7.5 x20, C4.3 x10), lexique 30 notions, deux syntheses, fiche, matrice de 30 notions, tests reels 42/42 et 32/32, scripts livres.;"Aucune station reelle : l'etabli simule, la version A utilise le carton complet et la contrainte de courant s'y mesure au multimetre. L'autonomie n'est pas calculee ici — elle l'a ete en 3e_C7.4 ; ce lot montre seulement que le choix du bandeau la remet en cause, et le dit. Le verificateur ne lit pas la justification ecrite de l'activite 1 : il compte des caracteres, et la correction donne les deux arguments attendus mot pour mot.";Listes deroulantes, corrections depliables, version C debranchee (dix fiches cartonnees, cahier des charges lu a voix haute, budget calcule au tableau), encadre de securite TBT avec l'avertissement thermique du bandeau de 480 mA. Le reinvestissement porte sur une exigence d'accessibilite. Aucune boite modale (regle n°188).;Etabli Grove original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
3e_C7.6;3e;C7;3;Modéliser une forme voulue.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.6;10;non;oui;non;oui;oui;oui;oui;oui;"Lot « Le boîtier étanche » (Fable, 30/08/2026) — QCM 30 questions (20 sur 3e_C7.6, 10 sur 3e_C7.2), 2 synthèses, fiche, matrice de 12 groupes, lexique de 30 notions, suite de 32 tests exécutés et verts. Les DEUX codes étaient évalués nulle part ; ils dépassent maintenant le seuil d'évaluabilité de 5 questions. Contresens central traité de front : l'eau n'entre pas par la matière, elle entre par ce qu'on a ouvert exprès.";Reclassé par contrôle : le dossier ne porte pas séquence. Le geste est porté ailleurs (voir « atelier CAO — TP nº4 « Le boîtier étanche », mutualisé entre les trois niveaux »). Aucun parcours hors connexion pour le geste de modélisation (voir 5e_C7.6). Aucun essai d'étanchéité n'est fourni ni chiffré : le lot dit qu'il faut le faire, un protocole d'arrosage relèverait de C8.;Vérifiée : aucune boîte modale, corrections dépliables, deux synthèses séparées, lexique imprimable, hors ligne intégral.;Aucun média propre.;atelier CAO — TP nº4 « Le boîtier étanche », mutualisé entre les trois niveaux;COUVERT PAR UNE SÉQUENCE MUTUALISÉE;séquence
3e_C7.7;3e;C7;3;Choisir les moyens et produire la forme voulue.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.7;14;oui;oui;non;oui;oui;oui;oui;oui;Lot « Produire le boitier » : 2 seances de 90 min pour 160 min d'activites. Meme phrase de programme qu'en 4e, geste tout autre — ici le moyen est CHOISI DEPUIS LONGTEMPS (3e_C7.3 : PETG imprime au college) et la forme est MODELISEE (3e_C7.6). Tout est decide, et rien n'est fabricable : trois cotes sur cinq sont hors du domaine de la buse. Le geste est de faire remonter la contrainte de fabrication DANS LE DESSIN — et c'est un geste distinct de celui de C7.3, ou l'on rouvrait le CAHIER DES CHARGES en nommant qui paierait. Ici on n'y touche pas : ni matiere, ni encombrement, ni etancheite, ni masse admise. PERSONNE NE PAIE, et c'est ce qui rend ce geste preferable. Trois corrections au pas de la machine : casquette 70° → 45° (l'angle qu'une buse tient sans support), rainure 0,3 → 0,6 mm (trois couches franches au lieu d'une couche et demie), jeu du couvercle 0,1 → 0,4 mm (sous la tolerance, les deux pieces se soudent). Le piege est symetrique : DEUX COTES N'ONT BESOIN D'AUCUNE CORRECTION — la paroi de 2,9 mm calculee en C7.3 et les angles vifs que l'impression fait tres bien — et les toucher est compte sur une JAUGE A PART (regle d'or n°219). Enfin l'impression deportee supprime l'iteration : meme temps machine, un delai, UNE SEULE FOURNEE. QCM 30 q / 90 refutations (C7.7 x20, C8.1 x10), lexique 30 notions, deux syntheses, fiche, matrice, tests reels 52/52 et 32/32, scripts livres.;Aucune piece n'est imprimee dans la version B : la version A imprime une EPROUVETTE DE COIN — 15 mm de boitier, 8 min — ou les trois defauts se voient a l'oeil nu, et c'est elle qui fait foi. Aucune simulation n'est lancee : 3e_C8.1 est mobilise, pas reenseigne — le lot travaille ce qu'une simulation remplace et ce qu'elle IGNORE, notamment l'anisotropie d'une piece imprimee, qui cede d'abord entre deux couches. Les valeurs de domaine sont des ordres de grandeur (buse 0,4 mm, couche 0,2 mm, tolerance 0,3 mm) : une autre machine deplacerait les trois seuils sans changer le raisonnement. Le scenario de l'impression deportee est une hypothese de travail tiree d'une decision d'etablissement.;Listes deroulantes, corrections depliables, version C entierement debranchee (le dessin cote au tableau et cinq bandes de papier, une par cote), encadre de securite atelier — local ventile, capot ferme, LUNETTES pour retirer les supports — verifie par un test. Aucune boite modale.;Atelier des moyens original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
3e_C7.8;3e;C7;3;Interfacer deux objets techniques communicants.;D2, D3, D4;theme-3-creation-conception-realisation-innovations/C7-imaginer-concevoir-et-realiser-une-ou-des/3e/3e_C7.8;12;oui;oui;non;oui;oui;oui;oui;oui;Lot « Deux stations qui se parlent » : 2 seances de 90 min pour 150 min d'activites, meme banc de liaison. Deux objets, et personne pour arbitrer : tout ce qu'un humain compensait sans y penser doit devenir un champ, une regle ou un delai. Le ressort de la seance est que la regle de la mairie — la sirene ne part que si les deux stations sont d'accord — cree aussitot un defaut PIRE que celui qu'elle corrige : si Sainte-Anne est detruite par le grain qui arrive sur Le Robert, il n'y a plus d'alerte du tout. Defaillance dangereuse. La bonne reponse n'est pas un compromis mais un troisieme terme : on declenche ET on ecrit qu'on etait seule. Regle d'accord a trois morceaux (sur quoi, quelle tolerance, quel delai), delai de silence justifie (trois periodes d'emission), et six essais dont la moitie portent sur des pannes. QCM 30 q / 90 refutations (C7.8 x20, C8.3 x10), lexique 30 notions, deux syntheses, fiche, matrice de 17 notions, tests reels 34/34 et 26/26 avec scripts livres.;Aucune liaison reelle : le banc simule. Le routage et l'adressage ne sont ni travailles ni evalues ici — ils le sont par 3e_C4.7 et 3e_C4.8, et le lot s'appuie dessus sans les refaire. La synchronisation des horloges est laissee en defi bonus : la regle de fraicheur suppose deux horloges a peu pres justes, le lot le dit et n'entre pas dans le mecanisme. L'accuse de reception n'est traite qu'en defi : un lot complet sur la fiabilite de transport serait un autre lot.;Listes deroulantes, corrections depliables, version C debranchee, encadre de securite (aucun secret, aucune donnee personnelle, un secours se teste). Trois boites alert() du gabarit remplacees par un bandeau aria-live.;Banc de liaison original (HTML + JS, CC0). Aucun media tiers.;;COMPLET ET VALIDABLE;
3e_C8.1;3e;C8;3;Mettre en œuvre une simulation pour valider la tenue mécanique d’un matériau.;D1.3, D2, D4;theme-3-creation-conception-realisation-innovations/C8-valider-les-solutions-techniques-par-des/3e/3e_C8.1;13;oui;oui;non;oui;oui;oui;oui;oui;Lot « Le mât de la station — la simulation avant le banc » (Fable, 31/08/2026) — séquence 3 séances, simulateur à trois réglages (hauteur × cas de charge × limite), QCM 30 q (20 sur le code, 10 sur 3e_C3.4), 2 synthèses, fiche, matrice, lexique, modèle `mat_station.py` et suite de 62 + 32 tests exécutés et verts. Les DOUZE réglages possibles sont vérifiés un par un contre le modèle Python. Découverte centrale : le banc appliquait 200 N·m à tous, le vent en applique de 128 à 298 selon la largeur et la forme de la section.;"La vitesse du vent n'est pas réglable dans le simulateur : c'est délibéré, et c'est l'objet du réinvestissement (savoir ce qu'un outil ne permet pas). Encastrement supposé parfait ; fatigue hors modèle — l'angle mort est nommé dans la séquence, la synthèse et le QCM.";Vérifiée : labels sur les trois menus, title/desc sur le SVG du mât, verdicts écrits en toutes lettres, hors ligne intégral.;1 SVG original CC0 écrit pour le lot — le mât qui se courbe et les flèches de charge, réparties ou ponctuelles selon le cas choisi.;;COMPLET ET VALIDABLE;
